quantity,holiday,time_elapsed,ongoing_orders,waze_avg_time,waze_avg_distance,datetime,reseller
1,False,28.9473,4,12.8,9.2,2022-10-09 12:13:00,C
1,False,46.71661666666666,5,20.466666666666665,10.863,2022-10-09 12:34:00,B
1,False,23.93501666666667,4,10.833333333333334,4.457,2022-10-09 12:58:00,B
1,False,40.85931666666667,3,13.9,8.811,2022-10-09 13:03:00,C
1,False,33.985566666666664,0,10.383333333333333,3.491,2022-10-09 13:15:00,A
1,False,22.556966666666664,1,9.916666666666666,3.677,2022-10-09 13:37:00,B
1,False,15.616766666666669,2,6.95,2.959,2022-10-09 16:02:00,B
1,False,33.11381666666667,1,14.833333333333334,8.541,2022-10-09 17:29:00,C
1,False,66.84875000000001,1,17.383333333333333,7.408,2022-10-09 17:49:00,B
2,False,42.77218333333333,1,13.716666666666669,9.293,2022-10-09 19:11:00,C
1,False,36.40046666666667,1,9.116666666666667,5.19,2022-10-09 19:18:00,C
1,False,21.17015,2,8.6,3.866,2022-10-09 19:58:00,B
1,False,25.3386,4,8.45,2.909,2022-10-09 20:13:00,B
1,False,24.780700000000003,0,12.033333333333331,4.575,2022-10-10 08:15:00,A
1,False,40.99446666666667,2,11.066666666666666,4.2,2022-10-10 08:18:00,A
1,False,40.95095,1,11.1,3.941,2022-10-10 09:11:00,B
1,False,40.853950000000005,2,13.35,6.404,2022-10-10 09:13:00,B
1,False,35.32166666666667,3,16.466666666666665,6.354,2022-10-10 09:24:00,B
1,False,26.916466666666665,1,11.683333333333334,4.664,2022-10-10 10:21:00,A
1,False,34.94121666666666,1,15.45,5.339,2022-10-10 10:24:00,B
1,False,43.5112,0,12.683333333333334,4.424,2022-10-10 11:00:00,F
1,False,36.43246666666667,0,11.233333333333333,4.158,2022-10-10 11:32:00,A
1,False,26.510050000000003,1,12.733333333333333,4.81,2022-10-10 11:34:00,A
1,False,46.54991666666666,3,12.7,4.181,2022-10-10 11:58:00,A
1,False,58.138866666666665,2,28.98333333333333,8.313,2022-10-10 12:12:00,F
1,False,32.402116666666664,0,11.45,4.828,2022-10-10 12:31:00,D
1,False,21.40483333333333,1,9.933333333333334,5.368,2022-10-10 12:59:00,C
1,False,31.937500000000004,0,13.616666666666667,5.255,2022-10-10 13:02:00,E
1,False,31.399416666666667,0,9.616666666666667,3.494,2022-10-10 13:29:00,D
1,False,72.82313333333333,2,22.383333333333333,6.168,2022-10-10 14:32:00,F
1,False,45.09366666666666,0,14.9,9.415,2022-10-10 14:34:00,C
2,False,27.05345,0,7.933333333333334,3.12,2022-10-10 14:50:00,D
1,False,79.1541,3,39.41666666666666,20.256,2022-10-10 15:12:00,B
1,False,27.70873333333333,3,10.9,3.618,2022-10-10 15:26:00,F
1,False,31.070416666666667,3,13.333333333333334,6.189,2022-10-10 15:27:00,B
1,False,50.22213333333333,0,13.816666666666666,5.411,2022-10-10 17:14:00,A
1,False,23.8465,0,8.516666666666667,4.863,2022-10-10 17:29:00,B
1,False,20.31723333333333,0,8.333333333333334,3.954,2022-10-10 17:39:00,C
1,False,35.32508333333333,1,11.316666666666666,3.604,2022-10-10 17:50:00,A
1,False,66.49363333333334,1,18.58333333333333,7.121,2022-10-10 18:32:00,A
1,False,17.455133333333333,2,6.9,2.715,2022-10-10 18:34:00,A
1,False,29.42153333333333,0,11.233333333333333,4.707,2022-10-10 18:50:00,D
1,False,62.11325,2,25.116666666666667,11.066,2022-10-10 19:09:00,B
1,True,12.888016666666664,1,5.0,1.688,2022-10-11 08:14:00,A
1,True,16.74011666666667,0,4.6,2.243,2022-10-11 08:18:00,C
1,True,17.598066666666668,0,6.4,2.588,2022-10-11 08:57:00,D
1,True,20.55588333333333,0,7.25,2.725,2022-10-11 08:57:00,A
1,True,51.07295,0,16.5,5.832,2022-10-11 09:23:00,A
1,True,41.43363333333333,0,13.95,9.526,2022-10-11 11:23:00,C
1,True,14.537466666666669,0,6.933333333333334,2.458,2022-10-11 11:46:00,A
1,True,19.03065,0,6.4,2.525,2022-10-11 11:47:00,B
1,True,42.85155,0,13.966666666666669,5.961,2022-10-11 12:06:00,A
1,True,13.949566666666668,1,5.516666666666667,3.036,2022-10-11 12:14:00,C
1,True,18.977183333333336,1,5.45,2.163,2022-10-11 12:23:00,A
1,True,86.31051666666667,0,22.48333333333333,7.314,2022-10-11 12:29:00,F
1,True,22.898316666666663,0,7.85,3.112,2022-10-11 13:17:00,D
1,True,39.59226666666667,2,13.666666666666666,9.58,2022-10-11 13:34:00,C
1,True,13.75945,1,6.816666666666666,2.58,2022-10-11 14:28:00,E
2,True,86.79366666666667,1,24.016666666666666,7.305,2022-10-11 14:38:00,F
1,True,60.36898333333333,2,22.566666666666663,5.718,2022-10-11 16:03:00,F
1,True,27.761333333333337,0,8.616666666666667,4.982,2022-10-11 16:16:00,C
1,True,62.004850000000005,1,28.316666666666663,13.938,2022-10-11 16:44:00,B
1,True,24.12515,0,6.883333333333334,3.879,2022-10-11 17:25:00,C
1,True,20.5123,1,9.616666666666667,4.03,2022-10-11 17:44:00,C
1,True,17.359066666666667,2,7.433333333333334,3.504,2022-10-11 17:49:00,C
1,True,50.04175,3,14.966666666666669,5.311,2022-10-11 18:35:00,A
1,True,22.183516666666662,1,7.85,3.376,2022-10-11 19:05:00,B
1,True,28.26525,1,11.05,3.737,2022-10-11 19:28:00,F
1,False,73.62983333333334,0,22.33333333333333,7.133,2022-10-12 08:06:00,F
1,False,23.40043333333333,0,9.6,3.344,2022-10-12 08:06:00,A
1,False,20.06713333333333,0,6.666666666666667,2.462,2022-10-12 08:36:00,A
1,False,38.3985,2,15.05,5.642,2022-10-12 09:16:00,A
1,False,24.225183333333334,3,11.683333333333334,4.593,2022-10-12 09:41:00,A
1,False,23.85885,0,6.733333333333333,3.642,2022-10-12 10:18:00,C
1,False,43.135216666666665,1,15.583333333333334,9.885,2022-10-12 10:25:00,C
1,False,27.4943,2,7.683333333333334,2.672,2022-10-12 10:37:00,A
1,False,54.55161666666668,2,17.583333333333332,11.516,2022-10-12 11:57:00,C
1,False,28.303816666666663,3,8.666666666666666,4.315,2022-10-12 12:21:00,C
1,False,43.46181666666666,2,21.35,10.735,2022-10-12 12:37:00,B
1,False,18.1935,2,7.466666666666667,3.779,2022-10-12 13:11:00,B
1,False,23.98955,3,8.55,3.653,2022-10-12 13:15:00,B
1,False,30.198500000000003,0,10.383333333333333,4.371,2022-10-12 14:20:00,B
1,False,23.85891666666667,0,10.316666666666666,4.554,2022-10-12 19:20:00,C
1,False,21.177316666666663,0,6.916666666666667,2.652,2022-10-13 09:12:00,A
1,False,26.36045,2,7.833333333333333,2.939,2022-10-13 09:16:00,D
1,False,18.127333333333333,0,7.333333333333333,2.519,2022-10-13 10:03:00,B
1,False,25.0361,0,6.8,2.635,2022-10-13 11:11:00,A
1,False,53.95326666666667,1,16.566666666666666,7.195,2022-10-13 11:40:00,F
1,False,45.09213333333333,3,12.383333333333333,5.494,2022-10-13 11:46:00,A
1,False,72.09345,1,21.633333333333333,5.932,2022-10-13 11:56:00,F
1,False,50.15395,2,13.116666666666667,5.765,2022-10-13 13:43:00,A
1,False,37.09483333333333,2,9.95,3.519,2022-10-13 14:06:00,F
1,False,34.486016666666664,1,11.0,3.918,2022-10-13 15:08:00,B
2,False,67.8959,3,28.816666666666663,14.155,2022-10-13 15:33:00,B
1,False,26.549,0,12.333333333333334,5.759,2022-10-13 17:03:00,C
1,False,35.74433333333333,0,15.0,8.207,2022-10-13 17:34:00,B
1,False,35.31675,1,11.533333333333331,4.094,2022-10-14 08:24:00,B
1,False,27.86055,1,7.033333333333333,4.044,2022-10-14 08:24:00,C
1,False,45.27345,0,20.383333333333333,5.864,2022-10-14 09:23:00,F
1,False,18.37248333333333,1,4.7,2.876,2022-10-14 09:42:00,C
1,False,24.96668333333333,2,11.233333333333333,4.438,2022-10-14 11:04:00,A
1,False,27.511016666666663,0,9.683333333333334,3.528,2022-10-14 11:10:00,E
1,False,18.04771666666667,0,8.95,4.384,2022-10-14 11:11:00,C
1,False,60.01205,0,25.03333333333333,7.79,2022-10-14 12:12:00,F
1,False,30.067966666666667,0,9.033333333333331,2.852,2022-10-14 14:08:00,F
1,False,33.446616666666664,1,14.55,4.916,2022-10-14 14:25:00,A
1,False,13.934133333333332,1,5.6,2.254,2022-10-14 15:03:00,A
1,False,20.00325,0,5.5,1.794,2022-10-14 15:23:00,A
1,False,26.526266666666668,0,10.283333333333331,3.88,2022-10-14 15:52:00,A
1,False,27.68075,1,11.366666666666667,4.153,2022-10-14 16:07:00,A
1,False,32.663066666666666,2,14.966666666666669,6.26,2022-10-14 16:15:00,A
1,False,43.55356666666666,0,13.483333333333333,5.622,2022-10-14 17:45:00,D
1,False,29.482466666666667,0,8.8,3.277,2022-10-14 17:55:00,A
1,False,22.230850000000004,1,5.916666666666667,2.952,2022-10-14 17:59:00,C
1,False,12.331466666666667,1,5.916666666666667,2.321,2022-10-14 18:48:00,A
1,False,18.915566666666667,1,7.75,3.994,2022-10-14 20:10:00,C
1,False,28.60621666666667,0,11.316666666666666,4.798,2022-10-14 20:42:00,B
1,False,22.09018333333333,1,6.583333333333333,3.359,2022-10-14 21:40:00,C
1,False,26.44623333333333,0,7.866666666666666,2.958,2022-10-15 08:10:00,A
1,False,34.29324999999999,1,10.716666666666669,3.358,2022-10-15 10:03:00,F
1,False,24.69765,0,7.466666666666667,2.801,2022-10-15 10:03:00,A
1,False,59.10985,2,25.916666666666668,8.082,2022-10-15 10:28:00,F
1,False,18.48101666666667,0,6.216666666666667,2.18,2022-10-15 11:18:00,E
1,False,28.080966666666665,0,12.833333333333334,4.458,2022-10-15 11:39:00,A
1,False,38.98033333333334,1,12.6,4.108,2022-10-15 11:56:00,F
1,False,20.1494,0,5.75,2.344,2022-10-15 12:02:00,E
1,False,72.47240000000001,2,19.466666666666665,5.378,2022-10-15 12:23:00,F
1,False,35.15425,1,16.35,8.508,2022-10-15 12:24:00,B
1,False,17.55728333333333,0,7.4,2.597,2022-10-15 12:27:00,A
1,False,31.3399,0,12.566666666666666,5.537,2022-10-15 12:47:00,A
1,False,45.09721666666667,1,15.0,5.359,2022-10-15 12:52:00,A
1,False,39.89071666666667,0,13.433333333333334,6.371,2022-10-15 13:14:00,C
1,False,26.577266666666667,0,8.883333333333333,3.02,2022-10-15 13:19:00,E
1,False,26.99483333333333,1,7.05,3.442,2022-10-15 13:50:00,C
1,False,28.48753333333333,1,7.266666666666667,2.983,2022-10-15 14:38:00,A
1,False,20.966866666666665,1,10.066666666666666,3.195,2022-10-15 15:08:00,A
1,False,27.20948333333333,1,10.65,3.722,2022-10-15 15:29:00,A
1,False,35.93151666666667,0,11.466666666666669,5.016,2022-10-15 17:09:00,C
1,False,18.55473333333333,0,7.033333333333333,2.237,2022-10-15 17:48:00,B
1,False,47.07933333333334,2,12.533333333333331,7.044,2022-10-15 20:40:00,C
2,False,29.05,1,12.9,8.799,2022-10-15 21:18:00,C
1,False,24.322166666666668,2,10.85,4.779,2022-10-15 21:30:00,C
1,False,23.603816666666667,0,6.5,2.967,2022-10-15 21:59:00,C
1,False,21.34555,1,6.666666666666667,2.592,2022-10-16 08:35:00,A
1,False,21.791383333333336,0,6.6,3.624,2022-10-16 09:09:00,B
1,False,27.58805,1,12.466666666666669,4.405,2022-10-16 09:22:00,A
1,False,19.942950000000003,1,5.516666666666667,2.143,2022-10-16 09:32:00,F
1,False,46.34166666666667,2,14.0,4.102,2022-10-16 09:41:00,F
1,False,55.12738333333333,0,14.1,5.439,2022-10-16 09:50:00,A
1,False,17.1896,1,7.266666666666667,2.312,2022-10-16 09:54:00,F
2,False,23.903216666666665,0,11.133333333333333,5.505,2022-10-16 10:05:00,C
1,False,39.1608,1,12.55,4.844,2022-10-16 10:23:00,A
1,False,30.283483333333333,2,12.233333333333333,4.027,2022-10-16 10:30:00,A
1,False,20.823116666666664,0,8.35,4.475,2022-10-16 10:57:00,C
1,False,30.161200000000004,2,12.466666666666669,4.951,2022-10-16 10:59:00,A
1,False,59.19805,0,18.73333333333333,6.08,2022-10-16 11:47:00,F
1,False,54.21706666666667,0,15.283333333333331,8.095,2022-10-16 12:36:00,C
1,False,38.4976,2,14.066666666666666,5.316,2022-10-16 12:36:00,A
1,False,13.743166666666667,1,5.65,3.106,2022-10-16 14:05:00,C
1,False,38.59283333333334,0,13.066666666666666,6.692,2022-10-16 15:22:00,C
1,False,25.37248333333333,1,7.733333333333333,3.801,2022-10-16 17:54:00,C
1,False,11.53785,0,4.05,1.769,2022-10-16 21:56:00,C
1,False,27.385166666666667,0,9.733333333333333,3.752,2022-10-17 08:12:00,A
1,False,28.98055,0,12.35,5.134,2022-10-17 08:20:00,D
1,False,42.240433333333335,0,20.15,6.086,2022-10-17 08:23:00,F
1,False,58.97045,1,24.716666666666665,6.628,2022-10-17 09:34:00,F
1,False,38.2993,3,11.316666666666666,3.296,2022-10-17 10:05:00,F
1,False,27.3614,1,12.35,4.266,2022-10-17 10:18:00,A
1,False,11.733266666666667,1,4.283333333333333,1.998,2022-10-17 10:57:00,B
1,False,25.688033333333333,0,9.783333333333331,3.832,2022-10-17 11:19:00,A
1,False,69.1766,3,22.466666666666665,6.121,2022-10-17 11:30:00,F
1,False,24.1242,4,7.383333333333334,2.425,2022-10-17 11:36:00,F
1,False,68.35538333333334,5,22.45,6.197,2022-10-17 11:37:00,F
1,False,83.76478333333333,2,24.166666666666668,7.645,2022-10-17 12:31:00,F
1,False,39.16193333333333,0,12.583333333333334,3.939,2022-10-17 12:44:00,A
1,False,24.88095,1,8.05,3.55,2022-10-17 12:55:00,B
1,False,30.42383333333333,0,12.45,4.86,2022-10-17 14:00:00,A
1,False,28.51626666666667,4,7.45,2.791,2022-10-17 14:41:00,A
1,False,67.33008333333333,0,24.366666666666667,6.142,2022-10-17 15:09:00,F
1,False,28.91563333333333,0,10.8,3.922,2022-10-17 15:12:00,A
1,False,29.564316666666667,1,8.266666666666667,2.937,2022-10-17 15:30:00,A
1,False,20.40921666666667,0,7.25,2.697,2022-10-17 16:15:00,A
2,False,28.95453333333333,2,8.966666666666667,3.108,2022-10-17 16:20:00,A
1,False,29.661583333333333,3,11.15,4.526,2022-10-17 16:34:00,A
1,False,35.53911666666667,0,10.566666666666666,4.23,2022-10-17 16:44:00,F
1,False,39.52446666666667,0,10.916666666666666,4.559,2022-10-17 17:38:00,F
1,False,16.45295,1,4.85,1.021,2022-10-17 17:46:00,C
